USER_ID,item_id,over_all_rating
A3VDQT3ELEVYHK,B000BZZQ3K,5
A1HT9O55D2A9WU,B000BZZQ3K,5
A3PSGM7T1GK049,B000BZZQ7Q,5
A2JMWLIYD6T1HG,B000BZZQ8U,5
A16UALURZNO4P8,B000BZZQBW,4
AL3QIU7G1WV8I,B000BZZQLW,5
A38L87Y621QTSL,B000BZZQM6,3
A1W85LGFY3DY0G,B000BZZQP8,4
A1L9K091ZGKRSM,B000BZZQSK,5
A3DWQZG10U2FI7,B000BZZQTY,5
A32E0EQH70O56B,B000BZZQY4,5
A2FBWVLPA1L99Q,B000BZZQYO,3
A3615OJNIV2R0T,B000BZZQZS,4
A1HVS1YKO0H481,B000BZZR16,5
A3E7C4PYQZH1SD,B000BZZR1Q,5
A3UI25BXOASDOL,B000BZZR1Q,5
A22C00DVDQA9QI,B000BZZR20,5
A3EQHY1WBFOLRA,B000BZZR34,3
A12H3CGU0T4VR0,B000BZZR34,4
A3PBRHDKJ2NPI1,B000BZZR34,4
A1ZXJ3LHCXNR8R,B000BZZR34,1
A1RB0F2DIV7WL6,B000BZZR34,1
A7A3ETL1VSZCV,B000BZZR34,5
A3HUOF2YOV1HCT,B000BZZR34,4
A250HD7TYJKXHI,B000BZZR34,1
A2CYOO1HFVA1EL,B000BZZR34,1
A1KMITAI5ETLHB,B000BZZR34,5
A1ULJYN6SXBIFY,B000BZZR6Q,1
A3IHHZPTMJCSHV,B000BZZR7A,5
A17PDC47DVWEP9,B000BZZR8O,4
A1NI69Q9KN8KVF,B000BZZR8O,5
A1DHNVI8Q6TKHS,B000BZZR8O,5
A1SYYBCCKKAM9R,B000BZZR98,5
A1NI69Q9KN8KVF,B000BZZR98,5
A1SJUP1U695XYQ,B000BZZR9S,5
AJ692PXHZ2FYF,B000BZZRA2,5
A1TDRGWWY026UT,B000BZZRG6,4
A36HR4A1GVGVDE,B000BZZRIY,4
A1MG9IQUFXMW64,B000BZZRIY,5
AM4TY3KQ5D11L,B000BZZRIY,5
AXFW3ZG57A4U0,B000BZZRIY,5
A15I628DC5BYIY,B000BZZRIY,4
A6YVH8NJOKGMX,B000BZZRIY,5
ATJYTSVEEAQWC,B000BZZRJI,4
A2R3I7RPW6QI20,B000BZZRKC,5
A1JKOUMQ460KOP,B000BZZRKM,5
A2I4H965C16V7Q,B000BZZRM0,5
AJJATP0W0HOPT,B000BZZRM0,5
ALZ3XWTQRZ8FW,B000BZZRM0,5
AQH0QOUBOFGBY,B000BZZRN4,5
A1FY9Q4406NSFB,B000BZZROS,2
A31IMYHWTQVP77,B000BZZROS,5
A7ZQZEKHVRM8F,B000BZZRP2,5
A1Z7I1T5FN17CM,B000BZZRPW,5
A2IRB0N9S6NY5S,B000BZZRSO,5
A2TVDULFNI20E0,B000BZZRTI,5
A3PL1C6AR2ULHS,B000BZZRTI,4
A1Y4AGI239HRHY,B000BZZRV6,5
A2KUOF4FZOWPIN,B000BZZRX4,3
A17YPB3JICRUK2,B000BZZRYI,5
A3C3BIO767C5KI,B000BZZRYS,5
AFJDJLFZV9EDF,B000BZZRYS,5
A1ZE451G5BB2KS,B000BZZS38,5
A33ZSWETNWVFOB,B000BZZS4C,5
A1AUX76Q045X4B,B000BZZS4M,5
A31BF8BNKQA0ZC,B000BZZS8S,4
ATC95M3QKCMH2,B000BZZS92,5
AXJ6SQS3ZFX40,B000BZZSAQ,5
AX3FKDB1LGB9O,B000BZZSB0,5
ACBOHGTLHZLFP,B000BZZSB0,4
A1DTYRXNZGHLR2,B000BZZSCE,5
A9985PGZQPGU4,B000BZZSCO,5
A24AUVL6EGWCEQ,B000BZZSDS,5
AEA69UASJXTE1,B000BZZSL0,5
A1AFEK9PWF8U8X,B000BZZSMO,4
A3NARDYI722948,B000BZZSWY,1
A2ICY2Y1JNCXAM,B000BZZSXS,5
A1CK8QM18H17JH,B000BZZT14,4
AOA0XDHSL5GRY,B000BZZT1E,4
A32HU1EO9XZTA0,B000BZZT46,5
A26ZLJKSO3N1A3,B000BZZTEG,3
ALITCT50683MW,B000BZZTWI,5
A3MSOEUQQDVOI2,B000BZZTWI,1
A2IJMRTBTNZAK2,B000BZZTZK,5
A3ON2DHB417AQZ,B000BZZTZK,3
AQOKDQD2W6RTQ,B000BZZTZK,1
A3S55JAQTIL0HK,B000BZZUDQ,4
A31G9I2K4A568,B000BZZUEA,4
AKG5093FVZU0A,B000BZZUEA,5
AMC9XP8J5TAMX,B000BZZUQ8,2
A200P2VEHSSPLD,B000BZZUWW,5
ADU7BXF2W0F6A,B000BZZV4O,5
A3T97KK27LMQ3O,B000BZZVPI,5
A3EZVQ5PHV2QAO,B000BZZVPI,5
A1PF0Y2VOSOWDX,B000BZZWRK,4
A1GQ9REEX3KT3C,B000BZZXC4,5
ACYUKKAHJZ32Q,B000BZZY96,1
A3QUPZCVJSVQ7Y,B000BZZYS2,5
A3IGW4JJETSAC1,B000BZZYXC,4
A3KCU93TQLFKU,B000BZZZ2M,1
A3EY0P8R8PWB1P,B000C00W6K,4
A1W7I43BBQ755L,B000C00W6K,5
A2DHYDVMZHNUZI,B000C00WFG,5
A3EXWV8FNSSFL6,B000C00XWI,5
A29K9GVXAXWPVW,B000C00Y68,5
A3I5ASJEE10UBP,B000C00YAE,5
A1ZID0K9FW1AKJ,B000C00YLS,5
A5ILI4CL6JOM3,B000C00Z1W,4
A3ULMNN3FQDBDY,B000C00ZSA,4
A1V80I6D9WXZX4,B000C01002,1
A5HSPNIPUPS8G,B000C010HK,1
A3QSXEHCHWRRVB,B000C01106,5
A3Q4N8SKK64D0,B000C0158Y,2
A1ISH4XJCCEYLQ,B000C0158Y,5
A11FFEL3ZZ6YRF,B000C01AFC,3
A3J7H7P85RIQNW,B000C01AGQ,4
A78ODHO1U21FH,B000C01AHU,5
AQ5F8WRRWAL2P,B000C01ALQ,4
A21O3RYZWA2O6A,B000C01ALQ,5
A1SOLTEP4A2U7C,B000C01ALQ,5
A1MFFBCODGSTJK,B000C01AMK,5
A37BR76BS3YIA3,B000C01AMK,5
ALUB086GOHFRH,B000C01AMK,5
A356XXVG5YU8DL,B000C01AUM,4
A1CFP5GRLWZ3TN,B000C01AWA,5
A1CFP5GRLWZ3TN,B000C01B9M,2
A1FUGAE1CR6GZV,B000C01BCY,4
A548993U9NZP9,B000C01BCY,5
A1HNLSWW94M3OD,B000C01BMO,5
A2BY3DO63PQL5L,B000C01CAA,5
A1XZLJG8U0032Y,B000C01CBO,4
AB2RH3F53UK3U,B000C01CK0,5
A2AKER3F1G21X5,B000C01CK0,5
A1ORODEBRN64C,B000C01DJU,4
A2Y37N34O8CDIE,B000C01DSQ,5
A2UD48XB7AAR5Y,B000C01E80,1
AQQSA272UC5UC,B000C01EDA,5
A2P5BVIBCSDD5K,B000C01FDY,3
A2UGZFWCCIP44G,B000C01H1O,5
A1GBJM1MCWSGFQ,B000C01H8C,3
A22A67DRKY3072,B000C01HJ6,5
A3HQKJDQ6S8W7Z,B000C01HKA,1
A2M3025DUNMWGF,B000C01I3G,5
A13IIFL9EQIK02,B000C01I68,5
A3H8F4WN93NPEB,B000C01I72,1
AIHFH7IBZ1U3V,B000C01I72,2
A13S4024HCOBON,B000C01I9U,5
A13I5HCAFTQFO8,B000C01IF4,4
AGB1C5RPUV8V3,B000C01IHM,5
A1SKANM4GSE904,B000C01IL8,5
AMEB6DOAWEHQX,B000C01IL8,2
A2NXLJ0LYA83B7,B000C01IOK,5
A2Z2KGHG1LJTF9,B000C01IOK,4
A80IGDIQSJQSL,B000C01IQI,5
A118UEWI0ST87D,B000C01IQI,4
AMWPGOVZGS3KR,B000C01IQI,5
AMIEYK8MA4WIS,B000C01IRC,5
ATDKL9HAVTS8H,B000C01IRM,5
A27SA69EJOFV16,B000C01IRM,4
A1EMX3KZT63ABG,B000C01IT0,5
A1SKANM4GSE904,B000C01ITA,5
A1UYE6XUR1JO3U,B000C01IUE,5
AKMDMPL1VPKZU,B000C01IUE,4
A3T2BA0OVO3PPG,B000C01IVS,3
A2A1OEGG0DUM3L,B000C01IVS,5
A2QB1O01WCWJU5,B000C01IVS,3
ANQFQ1W0JU1Z2,B000C01IVS,5
A1QTKUAHJL1I79,B000C01IVS,2
A35LVVC6WCU7F5,B000C01IVS,5
A222IJ4Y7TSILH,B000C01JCQ,5
A2I8ZMSB7P7SL9,B000C01JEE,5
A3LRHWI2NTMOPT,B000C01JG2,4
A2B6W5DFTX30YI,B000C01JHQ,5
A377W3DHRQQK7H,B000C01JI0,5
A1YAQNA7OEYFMT,B000C01JIU,5
A1F8Q3JHKL6IT3,B000C01JKS,3
A33PE1QJ44MNX8,B000C01JMG,5
A2X330BTPKM3OI,B000C01MK0,5
A5WEDWDTSHIYQ,B000C01NE0,5
AP37ZBVD77DUE,B000C01QA6,5
A3N5OKA11DQ6JG,B000C01RQY,5
A1017ISXNZLED8,B000C01RYG,3
A36X8L7TZNMK93,B000C01SCC,5
A1JV9WG2MEPXX2,B000C01SCC,5
A3RV6C1XRLLX0M,B000C01SCM,5
ACPCJ3ZZ0MGWW,B000C01SF4,5
A2LRD6YF8JIEOJ,B000C01SIG,5
A1EQNK3NX1QP3O,B000C01SJU,3
AZJIT1FAIPSO1,B000C01SJU,5
A37X4365Z0IF86,B000C01SJU,5
A1L64G8GZ2Y6SN,B000C01SL8,5
A3LK93ISUHGMSX,B000C01SL8,1
AK0P7E9639UGH,B000C01SL8,5
A29505RQ1IGDZL,B000C01SOA,4
A27WWL849FERFE,B000C01SOA,5
AY4LUFPU729CF,B000C01SOA,5
AJA8F2YKDEN6T,B000C01SOU,5
AI0Y9BH7JB1I0,B000C01SOU,5
A19Q2YXAI28OGI,B000C01SOU,5
A2PNTQKJKGAZBE,B000C01SPY,5
AQOCZZM28Z5DZ,B000C01SRC,5
A3J7K17X6A6RJ6,B000C01STK,5
A2DNMATCT93WFI,B000C01STU,5
A2SCZK460W7IMB,B000C01SU4,5
A2X7MRV282YJ55,B000C01SUE,5
A4P5ZXMV0OBXL,B000C01SUO,5
A1VUYKTLUB8GSK,B000C01SUO,4
A1KRPX23BNCA8X,B000C01SYA,5
A3K2ENY2T3U84Z,B000C01SYA,5
A2F29SFVUMP27F,B000C01T1W,1
A2WDJLO105NGGY,B000C01T1W,5
A2K30H53YS0JB6,B000C01T1W,5
A1DY0SR0OBKTN2,B000C01T1W,5
A112AJMS3OWJYA,B000C01T30,4
A176J6O2DA00G3,B000C01T3A,1
A1MDCYEKWD014D,B000C01T3A,5
A1EYUESGO6PT52,B000C01T3K,3
AZU9OIQSI2OK4,B000C01TA8,5
AKK6VMYSLVMDE,B000C01TA8,5
A2NXLJ0LYA83B7,B000C01TCG,5
A3PSGM7T1GK049,B000C01TCG,5
A1U3Z3ANHHBBPK,B000C01TCG,5
A2EPD5K2EPIHLU,B000C01TEY,4
A3SA3WRSUTD6TH,B000C01TNK,1
A5HSPNIPUPS8G,B000C01TQM,5
A3BXGGDD8J5698,B000C01TU8,4
A2GXTINOCI3JNU,B000C01TU8,5
A3L2BZ8548L9HR,B000C01TU8,5
A2MPUB9LQE21FG,B000C01TU8,5
AKVIWHJ44T0YQ,B000C01TUS,5
AXJWUHKNMTQ3B,B000C01TUS,5
A20MSVZXGMVU4Z,B000C01TUS,5
A1MVUW8G4HRMHF,B000C01TUS,5
A3P1IKQF48X2CQ,B000C01TUS,5
A1T5C22SQ25BYO,B000C01TUS,5
A3E503HI1C3XSF,B000C01TUS,5
A1NIIM80DB2J6M,B000C01TUS,5
A29H3XADIOM9OY,B000C01TVM,5
A2BT35PUVVOJMF,B000C01TVM,5
A2W940MKHSJ1XI,B000C01TVM,5
A314Z3Q6L3UPKF,B000C01TVW,5
AUJKR7COHEKD4,B000C01U3Y,5
A2NSBH4NI3LS97,B000C01U48,5
A1Y7G99DYCTN3W,B000C01U52,5
A3N7Q65SS0447T,B000C01U5M,5
A98D9Y5ZOHTN1,B000C01U8Y,5
A1FNBFZHCFJMOA,B000C01U8Y,5
A3TMPYTO7SVLO6,B000C01U8Y,5
A3TMBJ6RK4ZKCM,B000C01U8Y,5
A1I7LRUM2EI9TH,B000C01U8Y,3
A26N27LJVQNVI1,B000C01U9I,5
A3Q387RL6ON95F,B000C01UDO,5
A5BV3STTZF11F,B000C01UE8,5
AFM20YDLFK8R6,B000C01UEI,5
A1QLNVPXBVXVOM,B000C01UL6,5
A17PDC47DVWEP9,B000C01ULQ,4
A357OBUJ6EHVJ0,B000C01ULQ,4
A21OD2KPDSKROJ,B000C01ULQ,4
A11PHDFBQMBT11,B000C01ULQ,1
ASR0C5Q65B2BS,B000C01ULQ,5
A39IQR42BQYFG1,B000C01ULQ,5
A2PZT6KELVZYVX,B000C01UMU,4
A1TFCBC31P29OW,B000C01UOI,5
A10KXAYSROGQL5,B000C01UQ6,5
A22C00DVDQA9QI,B000C01UQG,5
A2WR03RKM15CIM,B000C01UT8,1
A3CTPYXNQ7TLDC,B000C01UT8,5
AHWUAT7OIQCV1,B000C01UT8,5
AJ5WEAIVBLGGB,B000C01UT8,3
A2L45RKQUVMAZR,B000C01UT8,5
A38O2V0YJRQR3S,B000C01UT8,1
A2PH9KJC5EGC6A,B000C01UVG,3
ARZE9K3KDHUNB,B000C01UWU,2
ALKODRO64XW0S,B000C01UXE,5
AYUEEY1Q2RPZ9,B000C01UXY,5
A27AR7JZ4DUWIC,B000C01UZW,1
A32O77MH1MSDBK,B000C01V1A,1
A23NQLJ2DEOJCJ,B000C01V24,3
ARNPMV6ZNLU03,B000C01V74,5
A3ITHAKPEATB19,B000C01V9W,5
AT7VW7Q72MJIQ,B000C01VH4,5
A2C8O0039PO9TT,B000C01VJ2,4
A2UGZFWCCIP44G,B000C01VRO,3
A3BI9ZWD82EDPH,B000C01WB4,1
A320OF5MOULCF,B000C01XCW,2
A86JE39Q7SOI1,B000C01XCW,4
A174PKMHUSMBRB,B000C01XPE,1
A3IHYXC3ZZIRN5,B000C01XTU,3
AMUNZFH2JOICF,B000C01YXK,5
ACMXHJV1KCOSV,B000C01Z7A,5
A18K7D3OIE5BV1,B000C01ZDE,1
A3K4N4V7QGBYZJ,B000C02056,1
AWIBOQ4A9774D,B000C02178,5
A1YO8BNXP8B0I9,B000C021NC,5
A3KIY9IUSVTCZG,B000C022FO,5
A1AAJOSVYGTZ8P,B000C022M2,3
A130B9SUJ5GS2F,B000C022M2,5
AOYAXIVZRHRZA,B000C022M2,5
A2VW2RGHSME5WD,B000C022SQ,3
AYKJHTPCFTRRO,B000C022TU,5
AR6KTVQ4265E9,B000C022VS,4
A3QU77L52RP8DY,B000C023NU,5
A103KITNDUL757,B000C024KC,5
A2XPJ5FLVMFJAY,B000C025KQ,3
A3EMT1MY1P6MOP,B000C025KQ,5
A1SZPB67VK6S3O,B000C025KQ,5
A1F1XVIW5IZJEW,B000C025KQ,5
A17ICF11AQU9B3,B000C025KQ,5
A11AWV16TDV5XZ,B000C025KQ,5
A19BPHHX1EPDFR,B000C025KQ,5
A1EG9DM0DI7KMM,B000C025KQ,5
A3P9PJAO2NY3FF,B000C025KQ,5
A3AXFL3SZP4XD0,B000C025KQ,5
A9TI3P5N1VR0Z,B000C025KQ,5
AG9VQPO8YV1BS,B000C025KQ,5
A3SACPT3TO506A,B000C025KQ,4
AD653FG348H0L,B000C025KQ,5
AMVE17Q2Y08G3,B000C025KQ,2
A1XOTLQZZ5SJ9M,B000C025KQ,5
A35VE3R113TIZM,B000C025KQ,5
A25QIMW2IRU8J,B000C025KQ,5
A28E2ENDY0F6DV,B000C025KQ,5
A41KICWN59AAG,B000C02B3W,5
A2QFPCM83HR1R6,B000C02B3W,5
A157CXCLRZEDHY,B000C02B3W,4
A2Q34985OVJEUH,B000C02B3W,5
A377RHZ9EUQS5L,B000C02B3W,5
A2EKFTBT4UBHOP,B000C02B3W,5
A2ICHRIMGDVGQM,B000C02B3W,5
A26CPEMD4T2EU1,B000C02B3W,5
A1IZ1RXCTNX9CY,B000C02B3W,5
A2U1Y7IZQ075LA,B000C02B3W,5
ABX5GWK8F5N30,B000C02B3W,5
A3N8YD4FFBNI22,B000C02B3W,5
A2AG7ZQFS48PX1,B000C02B3W,5
A19AEWS2MHAS08,B000C02B3W,5
A2EQ1RTCVP3OQ3,B000C02B3W,4
A4C0DP7P2DW3O,B000C02B3W,5
A3V9S8SN3SZ7Z0,B000C02B3W,5
A24442JD0WVNGN,B000C02B3W,5
AQ75O7KDAYD9H,B000C02B3W,5
A2IPCIK6GT1CDV,B000C02B3W,5
A2OG97VKKOGQ1D,B000C02B3W,5
AB9P78HOOOCFB,B000C02B3W,5
A1ZKD2RIPUJ5XE,B000C02B3W,5
A1EG9M3XJGOBZ9,B000C02B3W,5
A36094E5U8ABWB,B000C02B3W,5
A3BNA07UWMCXUG,B000C02B3W,5
A2FYIB8I55KZEL,B000C02B3W,5
A1SZ2S66MF3ZAX,B000C02B3W,5
A1RSKRGD0YYIRQ,B000C02B3W,5
A2ZZX5G9KQ4BXY,B000C02B3W,5
A2M6400DVW21FS,B000C02CDG,5
A2CYUM34PY4FAV,B000C02CDG,3
A1203BDT78IPA9,B000C02CDG,5
A1H9JKEHJXOERF,B000C02CDG,5
APF7084UOPN2T,B000C02CDG,1
AD6DQAY7KH49X,B000C02CDG,5
AA1ZR1M3810FI,B000C02CDG,4
A10W5ID0DPZVTA,B000C02CDG,5
A34E99I4O3RPLJ,B000C02CDG,5
A1AA8EPVC02RZR,B000C02CDG,5
A6QF32V0HO07L,B000C02CDG,5
A19AEWS2MHAS08,B000C02CDG,5
A6BNMCLMB8OW2,B000C02CDG,2
A3W2USMOUVP33,B000C02CDG,3
A159VJNA0UVAMD,B000C02CDG,5
AIYVEI3OFVZJC,B000C02CDG,5
A192F6KGW9PNWP,B000C02CDG,5
AJ8C61T0RT600,B000C02CDG,5
A34D7BBYVLYPUV,B000C02CDG,5
A1U3XREZ0K8NKN,B000C02CDG,5
A35R8H2A3UC0RO,B000C02CDG,4
ABKPW07K5UWD6,B000C02CDG,5
A1KM87C7A52OBI,B000C02CDG,3
A2J7I020LZD8JC,B000C02CDG,5
A2G9EMMH7KFU1D,B000C02CDG,5
A5VQSJNPN5LOH,B000C02CDG,5
A3D5XV5C9DKXQ6,B000C02CDG,5
A2UXKM4DLUEXLE,B000C02CDG,5
A2C85R8VWAV4Z3,B000C02DVW,2
A16HSSI3343GF0,B000C02DVW,5
A3F0BHNXXBQERQ,B000C02DY4,4
A1X3JB5MWAK44P,B000C02DY4,5
A22AE581Z1VEP7,B000C02E8O,5
A3DUE3S5610CG7,B000C02EIY,4
A26JAN8AA263T,B000C02ENO,1
A2JSQY1TPEUA9H,B000C02EUM,5
A10MLAYW2MPFR7,B000C02EZ2,5
A3VK6X43M5BA3,B000C02FPG,5
A2Z190E22MP97X,B000C02FQ0,5
A1DVKDHSGKCU2Y,B000C02FQ0,5
A18H8B1R83HSYT,B000C02FXI,4
A3SBTAIT4UJW31,B000C02G00,5
A173ASQ7CCCHMF,B000C02IJ4,4
AVVT6V639FHIN,B000C02JYS,2
A2EFX7IEIF5FD1,B000C02K10,5
A1TDRGWWY026UT,B000C02K7E,4
ABP497EZEHLBK,B000C02LKK,5
AIY4A904F4LV1,B000C02LLO,4
A3DWQGE398A8PP,B000C02LQE,5
A1SKANM4GSE904,B000C02LYG,5
A29RMPWN2GZ375,B000C02LYG,5
AKK6VMYSLVMDE,B000C02LZU,4
A2EPLN9HCIKXP,B000C02M0O,4
APY2KYDHD8QIZ,B000C02M0O,5
AHEJ1XQRRQ3CF,B000C02M36,1
A1SN1V9AAZ8YAU,B000C02M3Q,5
A17ODPH9O4Y8IB,B000C02M40,3
A3O11N5RSGGLJA,B000C02M4A,5
AP20B0CYRBTA5,B000C02M4A,3
A2X7MRV282YJ55,B000C02M54,5
A22GFS9B43J7AE,B000C02M5E,5
AU2TEV45VW4IE,B000C02M6I,5
A1ZN3CD82IS5FS,B000C02M7W,4
A1O1M2PDRJMAYC,B000C02M7W,5
A1XD90ZSXHR98Z,B000C02M7W,4
AKA3GKZYT0964,B000C02M8Q,5
A36L49MOUST8XX,B000C02MA4,4
AET70M27X7QPR,B000C02MAY,5
A139KLVBZU10DB,B000C02MBS,4
A1PGV40WPXH0TT,B000C02MC2,5
A3ENZM8R90NBHU,B000C02MC2,5
AUFY5PJIM9WXN,B000C02MC2,5
A2FJCZPI1TWDRH,B000C02MD6,5
A1ZSF57B903LLD,B000C02MD6,5
A37B4385MSOWCF,B000C02MTK,4
A13DOL9CW84I1C,B000C02Q32,3
A10VTAPKCTQ4OD,B000C02Q4G,4
A21SCU63MXMHOZ,B000C02Q4G,5
A2ZBJGXUW9349S,B000C02Q4G,5
A13UUTF77B580S,B000C02QIW,5
A1OPG2NWUC0IRS,B000C02R7C,3
A3DCPK1VSULACF,B000C02TG6,5
A2KS0GA7DQ3I4R,B000C02TQQ,5
A1LXHQM4NSC1T4,B000C02UC4,5
A28AHI180H69GK,B000C02UNI,2
A1ELHMQGPKQYME,B000C02VKA,5
A1ELHMQGPKQYME,B000C02VKK,5
A15KVZ54TREEQB,B000C02VSW,5
A2B9AYXPRI38IV,B000C02VXC,5
AGFOSLRNTWCOP,B000C02W2M,5
A2V4XNHBFOZZ5,B000C02W2M,5
A3F87L757AZ0YO,B000C02W5E,5
A3RG71XN4NW2F3,B000C02W5E,5
AMUE7AQZ3ILP2,B000C02W5E,5
A2G319XBL197X4,B000C02W5E,5
A2DNMATCT93WFI,B000C02W5E,5
A33KIPFMZVY583,B000C02W5E,5
A2F32JYFK0YO8N,B000C02W5E,5
A2WQ119X5LRAZB,B000C02W5E,5
A3DO5HVCX5NYGO,B000C02W5E,5
A2885VXHDADFM2,B000C02W5E,1
A3LHJERT09GB6,B000C02W5E,5
A1V4ZFK5I5A9AR,B000C02W5E,5
AKP3LKNN1SQW3,B000C02W5Y,5
A5MAEP96WEMJ4,B000C02W6S,5
A2YCAZD2GK289C,B000C02WA4,5
A3G9FZJ3WMNHA4,B000C02WCW,4
A2JTUF8Y1JBMTR,B000C02WCW,5
A1GU9Z0RX84VO0,B000C02WCW,5
AJA8F2YKDEN6T,B000C02WD6,5
A3VCBU3ZOA6M8N,B000C02WMM,4
AA6TR0SCB7SR1,B000C02WN6,3
AI1WPDGWCR9LM,B000C02WN6,5
A2CY10DLP6U5MH,B000C02WOU,3
A1536YJDQXLPGX,B000C02WOU,5
A3G1OWER7X9DD,B000C02WS6,5
A26ABQM4BRHV40,B000C02WSQ,1
A2EJTJHJACESWN,B000C02WSQ,5
A114AF5JBAWGGT,B000C02WSQ,5
AIUG5Z70XBZ7J,B000C02XDU,5
AFTEC5E3LPBKB,B000C02XMG,5
A10Y64Z2CLT5OS,B000C02XMQ,5
A37ZOCZBLYNATU,B000C02XMQ,5
ANQBF45T4EQB8,B000C02XNK,4
A2JOGPUCGYUMZ,B000C02XNK,5
A2UGZFWCCIP44G,B000C02XPS,1
ANX2VTFBXF6DU,B000C02XU8,5
A1S9KL1HTL06ND,B000C02XVC,5
A3VWN16FOZTG,B000C02XWG,5
A14WS014KQGWZ8,B000C02XYO,5
A14WS014KQGWZ8,B000C02XYY,5
A26CN8ERV0WNLP,B000C02XZ8,5
A25CMCPCKWO8W8,B000C02XZ8,5
A1JU80WCSMUVKB,B000C02XZ8,5
AXUM7P0TGMPL9,B000C02XZ8,5
AG7MBYH38IN1G,B000C02XZ8,1
A1L1D7JQ7N55UJ,B000C02XZ8,4
A33RJMIT7SNTA0,B000C02XZ8,3
AGL7QNLN6S9F2,B000C02XZ8,4
A3NUTV2YC1Z5UE,B000C02XZ8,3
AZXNASOHLAD89,B000C02XZ8,3
A12H3CGU0T4VR0,B000C02Y0M,4
A154MBKIEO6SWS,B000C02Y16,1
AHQRHXH3SF0JY,B000C02Y3E,4
A3BA3HKMZCGEOC,B000C02Y3E,5
A38C4YKSD8ACLI,B000C02Y3E,4
A2PZT6KELVZYVX,B000C02Y5W,2
AYYYN0HTPB0VI,B000C02Y5W,1
A1UD24NCOCUV97,B000C02YCA,1
A1XCXQY5YIXHMA,B000C02YCK,5
A39IQR42BQYFG1,B000C02YCK,5
AJFBPWTM4ZHOH,B000C02YD4,5
A2FOAG8B92A99I,B000C02YFC,5
A1O1M2PDRJMAYC,B000C02YFC,3
A2VUJKAZ0THD6G,B000C02YFM,5
A3DEAI8OQFMNDL,B000C02YFM,5
A1IX1DASEHVQVB,B000C02YGQ,1
AJJATP0W0HOPT,B000C02YHA,5
AOK4DCFCAO9MN,B000C02YHA,4
